Id,SalePrice_pred
1461,120949.71908714014
1462,145975.06479515892
1463,170985.31906157336
1464,181462.7276428189
1465,195120.15540474185
1466,171117.27414089855
1467,176495.251011809
1468,160215.28110226346
1469,204560.11191263335
1470,117832.57972804613
1471,184343.54983896425
1472,97854.15429375882
1473,90823.37387310789
1474,142732.20992856962
1475,109604.50384632443
1476,354571.8816662564
1477,247890.06932141675
1478,321911.90435979725
1479,304893.87410369056
1480,448260.51204195357
1481,307977.811163028
1482,216282.38536041108
1483,176511.03746347636
1484,164501.96858248624
1485,201356.3281258235
1486,201041.70470791048
1487,319210.13596026215
1488,233747.23161192625
1489,183119.0829100157
1490,249060.57072174747
1491,201413.2553894116
1492,92606.64053140926
1493,210098.93251894836
1494,300155.9688865009
1495,281789.0592740929
1496,238513.08577505389
1497,171174.58101908397
1498,153162.402425283
1499,155694.70721643677
1500,146189.24551567656
1501,189356.462188012
1502,145462.16171070488
1503,270295.1814396536
1504,239839.6893309675
1505,221532.937127203
1506,184026.66139994885
1507,246223.3951609208
1508,188510.50494896932
1509,160188.4954839859
1510,139725.17419956403
1511,144079.19026310812
1512,176608.4413563298
1513,163116.3238559755
1514,148745.14741563064
1515,191692.20184551057
1516,161561.3106862024
1517,164475.14722705886
1518,119896.84462045973
1519,217058.33677377732
1520,119575.08721744813
1521,119603.93651768297
1522,193041.3781583878
1523,94689.9443058083
1524,116126.9086168105
1525,112258.43209326276
1526,102792.49532156589
1527,93959.75690462357
1528,143561.74974647863
1529,150900.80373349885
1530,214871.0803689656
1531,127961.59861458937
1532,110570.969896781
1533,153417.22321213162
1534,126565.05359220914
1535,154674.09623694333
1536,98393.13591408917
1537,47947.80943179091
1538,164137.1615509944
1539,211408.538814949
1540,130478.59363589654
1541,130122.76891680044
1542,149045.0078195593
1543,178340.0884908231
1544,97280.96818185641
1545,134457.3679454487
1546,140344.96779938744
1547,139130.48871062082
1548,146443.65766529454
1549,129269.78560833803
1550,142116.71270546192
1551,123246.08687493662
1552,150697.29607995137
1553,158167.10854472354
1554,120663.27576075727
1555,154216.66272219134
1556,91628.93169578377
1557,97603.80203106269
1558,96803.99527305958
1559,89158.46010371135
1560,136391.19532594952
1561,109356.04593739889
1562,125529.64169957626
1563,117114.72203717142
1564,148195.76684850213
1565,151896.34562344724
1566,244103.5249008319
1567,76370.82329410291
1568,229210.85743805818
1569,109769.20294018573
1570,146745.37816196252
1571,103830.52792059456
1572,142691.19311404272
1573,235965.77167474508
1574,123182.82148283249
1575,237935.14032488348
1576,234731.11420035333
1577,179960.74791051552
1578,140341.77066298245
1579,132358.96300273642
1580,192694.56507608562
1581,161417.85659330338
1582,137199.14731305494
1583,272782.507399795
1584,231104.79223560906
1585,148420.8732928014
1586,50745.74095202447
1587,114651.86519826004
1588,167073.4030178811
1589,107908.76294511567
1590,129425.10387830994
1591,90340.59998389221
1592,115957.4458962878
1593,135147.03161936867
1594,139990.8236005453
1595,123314.49158048743
1596,225323.8238419823
1597,187542.70367540666
1598,213896.23346672335
1599,206860.79348839965
1600,178849.0723595978
1601,40857.810911545384
1602,122102.44133891609
1603,83548.14057937589
1604,294691.23887387326
1605,242098.50014505145
1606,152333.53252213102
1607,159202.9164587215
1608,213647.72087119607
1609,178818.07642844415
1610,151245.8024900577
1611,132379.46917612676
1612,190664.7037248208
1613,162554.41158945943
1614,150429.29193990325
1615,86632.5852594017
1616,69375.25855309251
1617,81333.19109370069
1618,117342.92253987928
1619,155843.05827966763
1620,154584.2603379367
1621,131624.73926676714
1622,146112.88498429497
1623,263843.8979716616
1624,208802.08321255434
1625,114895.6597608246
1626,175440.90070175743
1627,183221.83812988785
1628,286523.2270009693
1629,176511.639773864
1630,321229.14507546974
1631,218903.8424720243
1632,227518.54824792367
1633,190283.21343480755
1634,186942.8317928766
1635,176105.50706564458
1636,147732.5008521159
1637,184926.61236315165
1638,202824.43611498148
1639,181261.34370634134
1640,244559.57302229392
1641,179510.52154037854
1642,256150.04871367512
1643,227401.93478254142
1644,228643.43753089663
1645,211860.61562801624
1646,161902.2023877144
1647,160089.98017415035
1648,125080.30294084566
1649,129285.8808221636
1650,119513.24620878816
1651,119676.80069352733
1652,101651.5817565043
1653,104329.81812762682
1654,144883.7234656788
1655,131879.7070079871
1656,131904.0457495906
1657,145226.12831376615
1658,146439.54318916047
1659,119842.89342267705
1660,142053.301786495
1661,412418.4379155059
1662,365555.5125724224
1663,373280.53415274457
1664,456382.5424120736
1665,334048.98418774304
1666,328031.039969107
1667,366515.4416917566
1668,354816.4331614977
1669,325512.70635225164
1670,357431.5037630005
1671,263125.7245857719
1672,398304.2239989615
1673,295221.35493584466
1674,255268.9311281772
1675,204806.72536999686
1676,199887.43704568435
1677,216763.86640344418
1678,453044.17021314526
1679,376244.03898017545
1680,317558.4097491545
1681,287005.91512897675
1682,323974.1904172661
1683,200894.54112337052
1684,190708.3653824034
1685,183080.33884269427
1686,168734.81113199625
1687,190958.9701803326
1688,192517.17690724626
1689,205611.06715975804
1690,201063.73763487855
1691,193076.60703569828
1692,278422.1088751302
1693,193176.36126027082
1694,180512.8654669057
1695,179352.4880340503
1696,262254.4224293015
1697,187427.20730741296
1698,329181.451191537
1699,307471.58535918547
1700,263997.972661415
1701,277312.5276028098
1702,248671.37671479763
1703,244007.74375571363
1704,269674.34943221556
1705,260925.26252080937
1706,402167.61585603113
1707,227473.0391089713
1708,203887.18970894444
1709,255845.01346028104
1710,217398.36526238138
1711,280518.7737925628
1712,240194.50801089744
1713,271268.06217946584
1714,221244.32216229246
1715,207060.65614208244
1716,186541.2960314969
1717,187707.87045092354
1718,143118.64260767243
1719,230134.55078608598
1720,240811.82859174095
1721,181235.70644565593
1722,135055.80028246896
1723,162004.90824004024
1724,198547.05737582193
1725,232563.30579243944
1726,190967.4164619922
1727,143041.3225205036
1728,193524.42487145998
1729,156707.14961773242
1730,169136.39097349398
1731,130153.52269117649
1732,131452.42541711451
1733,108929.308269169
1734,117784.18249611963
1735,142625.3376521215
1736,109573.43421979187
1737,297024.3714777271
1738,249798.40738220178
1739,265444.67431785376
1740,194934.836408484
1741,185495.0264837144
1742,169280.4678991415
1743,175550.0237314347
1744,321422.0543827163
1745,225268.3562683086
1746,236322.59693594923
1747,214973.2737903248
1748,232849.66482418313
1749,142148.9704015927
1750,145388.56889858245
1751,238836.13298939433
1752,106891.2714610667
1753,147620.40937547683
1754,206823.9264705411
1755,156737.80726659988
1756,128259.28144572568
1757,112297.96383646881
1758,148315.5703065559
1759,158936.24646600423
1760,166250.69302641277
1761,155032.64831362502
1762,188273.30382166168
1763,194426.10554441513
1764,112149.4163899202
1765,184918.66058640508
1766,187024.88297541393
1767,214074.80877874378
1768,141613.62633171608
1769,160250.6286825019
1770,154586.84362729616
1771,131555.28923128854
1772,133108.2602309094
1773,114982.23303906019
1774,142732.50770688982
1775,133529.26511332457
1776,132398.7745560515
1777,105854.31285490705
1778,142746.68976108395
1779,123039.27651224103
1780,184938.3450711249
1781,125525.429253562
1782,67613.79449936721
1783,139238.0007856194
1784,90836.89001369686
1785,139374.24035749614
1786,132928.06543089438
1787,171607.06497691327
1788,46524.57600727238
1789,105190.87405297793
1790,41697.62796266383
1791,212877.51702380492
1792,161559.63294471483
1793,143453.8475150711
1794,168178.93876100637
1795,126895.32764319233
1796,140493.11917750118
1797,141845.9652899209
1798,125813.70330035109
1799,106189.70163164723
1800,133208.24084783957
1801,113534.48784705669
1802,139739.4092744584
1803,160962.42498890412
1804,121147.84517841473
1805,138410.3698446225
1806,134718.83091056603
1807,161123.0748824855
1808,128225.47488679021
1809,125038.51539720272
1810,148379.13161151423
1811,95183.96992745387
1812,106456.56357105533
1813,123196.23741851553
1814,89043.0187921206
1815,39593.927266063605
1816,96431.64636042461
1817,109684.93290383214
1818,169908.76978079116
1819,134644.8061514693
1820,49797.814136753324
1821,118121.51521061064
1822,160025.8495448326
1823,38422.35576367547
1824,146264.5086141119
1825,145117.37319513995
1826,99002.60488170182
1827,105693.69064093076
1828,136977.1489064162
1829,153093.31148218797
1830,147789.07762489296
1831,151592.97204632714
1832,82862.12813994155
1833,155211.36020359496
1834,115517.66313832604
1835,128337.96546456183
1836,124544.99953078317
1837,84743.3229631221
1838,113716.19401991718
1839,102004.38687277824
1840,154014.23106770596
1841,125340.21129859633
1842,84407.4798003362
1843,125122.16937656002
1844,142489.7021048177
1845,152611.78445270524
1846,153663.9652076639
1847,177881.1566440112
1848,34847.3056894156
1849,121753.89598076849
1850,107084.76376500995
1851,137776.4885233238
1852,125548.83812119291
1853,115808.04434144619
1854,166467.4405566321
1855,147673.24986921492
1856,230019.97805955057
1857,142609.16703647203
1858,158005.30159319047
1859,115344.95181950578
1860,137612.74758182032
1861,116579.72799170534
1862,298151.40943213855
1863,296657.7215060794
1864,296671.834492102
1865,350284.42730810295
1866,353387.1893657441
1867,227550.81660579977
1868,285743.42479039583
1869,210358.19710427112
1870,221855.54347478886
1871,273321.4732965722
1872,183640.2549552884
1873,230074.62089302688
1874,151424.80049147335
1875,200945.7708038349
1876,190615.1407915873
1877,203359.0059561488
1878,208065.9041603126
1879,118403.26987315206
1880,130804.29944125896
1881,237051.00188694688
1882,244451.9729282346
1883,193968.39319372244
1884,203425.0789217724
1885,251887.18230452796
1886,289304.01886595367
1887,221686.67797829938
1888,260495.88049990527
1889,175205.60600865117
1890,108857.62028292389
1891,143172.21601146838
1892,88772.45576632605
1893,125508.71313857826
1894,110858.61691328255
1895,128986.81505941352
1896,117551.30045583913
1897,105916.2452589721
1898,112263.06720089604
1899,162329.19056105113
1900,166995.09245517894
1901,167503.93686254774
1902,160733.35060463307
1903,230102.84532307263
1904,169565.93624862822
1905,200707.9907672838
1906,153166.26717346162
1907,213026.91930863215
1908,116497.28713971283
1909,150368.14218094485
1910,133011.15590292332
1911,226336.2975268985
1912,289912.828079593
1913,157790.2412531116
1914,64679.89613820566
1915,321677.9786803034
1916,36882.22013845286
1917,249753.4285485049
1918,141613.40411103435
1919,163110.19636617857
1920,155587.9412639098
1921,382943.94389503833
1922,343807.0042123875
1923,218121.59013830038
1924,214947.26528567055
1925,217931.1725914905
1926,374335.18229038175
1927,128032.0486463308
1928,148813.75201390352
1929,114684.28195449604
1930,131098.11030309458
1931,129318.2368503813
1932,131156.17486608564
1933,198308.4111755937
1934,177178.1907589752
1935,166230.15321061446
1936,198395.370798394
1937,173662.53813977996
1938,168270.5274382479
1939,255575.84741472412
1940,199153.34927959112
1941,171694.09795434074
1942,175670.8739486027
1943,224725.07476641843
1944,362824.2401709723
1945,377046.5591334197
1946,133340.162587954
1947,326217.8312817591
1948,159663.72270792123
1949,244333.99761522497
1950,192166.1970310008
1951,234730.90965238842
1952,211464.37284355768
1953,178194.95308695655
1954,187477.15540065087
1955,133731.21685804985
1956,280312.5303637646
1957,148124.06178016198
1958,276106.59775218985
1959,137924.87739223818
1960,93523.17773421195
1961,121131.87969074084
1962,93822.87932674526
1963,109071.548327897
1964,99197.39007215246
1965,139964.27090810577
1966,134245.20170442283
1967,296818.22239767545
1968,410463.2432607807
1969,385925.4258281232
1970,399661.93136226665
1971,457753.5981967418
1972,367134.29273076955
1973,297882.9409578317
1974,344751.0841967233
1975,456874.7374244553
1976,283410.1467673185
1977,370578.8334989816
1978,347114.9710822349
1979,306091.65270088543
1980,198767.70121919486
1981,336778.54748605273
1982,217844.02153802308
1983,201335.78054417216
1984,188295.10838500172
1985,239934.89880712872
1986,211477.68143407544
1987,201175.10187414786
1988,179410.92411571014
1989,200206.38479503858
1990,218444.66052358417
1991,221082.7924099644
1992,227561.38696357538
1993,183769.31813023033
1994,242042.98428972496
1995,185806.76974178382
1996,295011.4170098962
1997,332124.83145255595
1998,304798.7040102584
1999,301338.4051093302
2000,317985.7027937778
2001,284870.41599592945
2002,257148.03611877654
2003,245342.95420129516
2004,273835.24076908256
2005,249691.55427305523
2006,210776.09958352786
2007,250807.5105154337
2008,215172.13398596318
2009,202714.96058888792
2010,202100.6435135373
2011,152975.43541569854
2012,187654.22843503865
2013,170266.4307454789
2014,178660.03622832606
2015,194436.1054921387
2016,193032.87383859977
2017,197466.47864732437
2018,123047.01083157613
2019,141633.11388097366
2020,105244.96661649893
